"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","nursery","internet","guardian.mat","traveltime.mat","studytime.mat","failures.mat","schoolsup.mat","famsup.mat","paid.mat","activities.mat","higher.mat","romantic.mat","famrel.mat","freetime.mat","goout.mat","Dalc.mat","Walc.mat","health.mat","absences.mat","G1.mat","G2.mat","G3.mat","guardian.por","traveltime.por","studytime.por","failures.por","schoolsup.por","famsup.por","paid.por","activities.por","higher.por","romantic.por","famrel.por","freetime.por","goout.por","Dalc.por","Walc.por","health.por","absences.por","G1.por","G2.por","G3.por","predicciones","Peso","Peso_por","ID","G3.por_pred","diferencia_por","G3.mat_pred","diferencia_mat"
"GP","M",18,"U","GT3","T",2,1,"services","services","other","no","yes","mother",1,1,1,"no","no","no","no","no","no",3,2,5,2,5,5,4,6,9,8,"mother",1,1,2,"no","no","no","no","no","no",3,2,5,2,5,5,4,7,8,6,7.69126435887436,1,1,315,8.00225318439913,-2.00225318439913,8.49664420739866,-0.496644207398663
"GP","M",18,"U","GT3","T",2,1,"services","services","reputation","yes","yes","mother",1,3,0,"no","no","yes","yes","yes","no",4,2,4,1,3,2,6,15,14,14,"mother",1,3,0,"no","no","no","yes","yes","no",4,2,4,1,3,2,0,14,15,15,14.2967733728887,1,1,316,15.4568393393817,-0.456839339381668,14.0186771796748,-0.0186771796747731
"GP","M",18,"U","GT3","T",2,2,"other","other","home","yes","yes","mother",2,2,0,"no","yes","yes","no","yes","no",3,3,3,5,5,4,0,12,13,13,"mother",2,2,3,"no","yes","yes","no","yes","no",3,3,3,5,5,4,9,10,9,10,10.5221967934519,1,1,317,9.06719406368235,0.932805936317649,12.9142705852196,0.0857294147804488
"GP","M",18,"U","GT3","T",2,2,"other","services","reputation","yes","yes","father",1,2,1,"no","no","no","no","no","no",5,5,4,3,5,2,0,7,7,0,"father",1,2,0,"no","no","no","no","no","no",5,5,4,3,5,2,16,8,7,8,8.63490850373355,1,1,318,6.93731230511591,1.06268769488409,6.28783101848822,-6.28783101848822
"GP","M",18,"U","GT3","T",2,2,"services","other","home","yes","yes","mother",1,2,1,"no","yes","yes","yes","yes","no",4,4,4,2,4,5,15,6,7,8,"mother",1,2,0,"no","yes","no","yes","yes","no",4,4,4,2,4,5,10,12,11,11,12.4094850831703,1,1,319,11.1970758222488,-0.19707582224879,6.28783101848822,1.71216898151178
"GP","M",18,"U","GT3","T",3,2,"services","other","course","yes","yes","mother",2,1,1,"no","no","no","no","no","no",4,4,5,2,4,5,0,6,8,8,"mother",2,1,0,"no","no","no","no","no","no",4,4,5,2,4,5,8,7,8,7,7.69126435887436,1,1,320,8.00225318439913,-1.00225318439913,7.39223761294344,0.607762387056559
"GP","M",18,"U","GT3","T",4,2,"health","other","reputation","yes","yes","father",1,2,0,"no","yes","yes","yes","yes","yes",5,4,5,1,3,5,10,10,9,10,"father",1,2,0,"no","yes","no","yes","yes","yes",5,4,5,1,3,5,4,10,12,14,10.5221967934519,1,1,321,12.262016701532,1.73798329846799,8.49664420739866,1.50335579260134
"GP","M",18,"U","GT3","T",4,2,"teacher","other","home","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","yes",4,3,2,1,4,5,11,12,11,11,"mother",1,2,0,"no","yes","no","yes","yes","yes",4,3,2,1,4,5,2,15,16,16,15.2404175177479,1,1,322,16.5217802186649,-0.521780218664887,10.7054573963091,0.294542603690893
"GP","M",18,"U","GT3","T",4,3,"teacher","other","course","no","yes","mother",1,2,0,"no","yes","yes","no","yes","no",4,3,2,1,1,3,2,8,8,8,"mother",1,2,0,"no","yes","no","no","yes","no",4,3,2,1,1,3,2,10,10,11,10.5221967934519,1,1,323,10.1321349429656,0.867865057034429,7.39223761294344,0.607762387056559
"GP","M",18,"U","GT3","T",4,3,"teacher","other","course","yes","yes","mother",1,3,0,"no","yes","yes","no","yes","yes",5,4,5,2,3,5,0,10,10,9,"mother",1,3,0,"no","yes","no","no","yes","yes",5,4,5,2,3,5,0,14,13,14,14.2967733728887,1,1,324,13.3269575808152,0.673042419184771,9.60105080185389,-0.601050801853885
"GP","M",18,"U","GT3","T",4,4,"other","other","course","yes","yes","mother",1,3,0,"no","no","no","yes","yes","no",4,3,3,2,2,3,3,9,12,11,"mother",1,3,0,"no","no","no","yes","yes","no",4,3,3,2,2,3,0,13,14,13,13.3531292280295,1,1,325,14.3918984600984,-1.39189846009845,11.8098639907643,-0.809863990764329
"GP","M",18,"U","GT3","T",4,4,"teacher","services","home","yes","yes","mother",2,1,0,"no","no","yes","yes","yes","no",3,2,4,1,4,3,22,9,9,9,"father",1,2,0,"no","yes","no","yes","yes","no",4,3,3,2,2,2,0,12,12,13,12.4094850831703,1,1,326,12.262016701532,0.737983298467991,8.49664420739866,0.503355792601337
"GP","M",18,"U","GT3","T",4,4,"teacher","services","home","yes","yes","mother",2,1,0,"no","no","yes","yes","yes","no",3,2,4,1,4,3,22,9,9,9,"mother",2,1,0,"no","no","no","yes","yes","no",3,2,4,1,4,3,6,11,12,12,11.4658409383111,1,1,327,12.262016701532,-0.262016701532009,8.49664420739866,0.503355792601337
"GP","M",18,"U","GT3","T",4,4,"teacher","services","home","yes","yes","father",1,2,1,"no","yes","no","yes","yes","no",4,3,3,2,2,2,0,10,10,0,"father",1,2,0,"no","yes","no","yes","yes","no",4,3,3,2,2,2,0,12,12,13,12.4094850831703,1,1,328,12.262016701532,0.737983298467991,9.60105080185389,-9.60105080185389
"GP","M",18,"U","GT3","T",4,4,"teacher","services","home","yes","yes","father",1,2,1,"no","yes","no","yes","yes","no",4,3,3,2,2,2,0,10,10,0,"mother",2,1,0,"no","no","no","yes","yes","no",3,2,4,1,4,3,6,11,12,12,11.4658409383111,1,1,329,12.262016701532,-0.262016701532009,9.60105080185389,-9.60105080185389
"GP","M",18,"U","LE3","A",4,4,"teacher","teacher","reputation","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",5,4,3,1,1,2,9,15,13,15,"mother",1,2,0,"no","yes","no","yes","yes","no",5,4,3,1,1,2,0,17,17,17,17.1277058074663,1,1,330,17.5867210979481,-0.586721097948107,12.9142705852196,2.08572941478045
"GP","M",18,"U","LE3","T",1,1,"other","other","course","yes","yes","mother",1,1,3,"no","no","no","no","no","yes",2,3,5,2,5,4,0,6,5,0,"mother",1,1,2,"no","no","no","no","no","yes",2,3,5,2,5,4,0,11,9,0,11.4658409383111,1,1,331,9.06719406368235,-9.06719406368235,4.07901782957777,-4.07901782957777
"GP","M",18,"U","LE3","T",2,1,"at_home","other","course","yes","yes","mother",4,2,0,"yes","yes","yes","yes","yes","yes",4,3,2,4,5,3,14,10,8,9,"mother",4,2,0,"yes","yes","no","yes","yes","yes",4,3,2,4,5,3,2,9,10,11,9.57855264859274,1,1,332,10.1321349429656,0.867865057034429,7.39223761294344,1.60776238705656
"GP","M",18,"U","LE3","T",2,2,"other","other","course","yes","yes","mother",1,4,0,"no","yes","no","yes","yes","no",4,5,5,2,4,5,2,9,8,8,"mother",1,4,0,"no","yes","yes","yes","yes","no",4,5,5,2,4,5,0,11,11,12,11.4658409383111,1,1,333,11.1970758222488,0.80292417775121,7.39223761294344,0.607762387056559
"GP","M",18,"U","LE3","T",3,3,"services","health","home","yes","yes","father",1,2,1,"no","yes","yes","no","yes","no",3,2,4,2,4,4,13,6,6,8,"father",1,2,0,"no","yes","no","no","yes","no",3,2,4,2,4,4,10,10,10,10,10.5221967934519,1,1,334,10.1321349429656,-0.132134942965571,5.183424424033,2.816575575967
"GP","M",18,"U","LE3","T",3,4,"services","other","home","yes","yes","mother",1,2,0,"no","no","no","yes","yes","yes",4,3,3,1,3,5,11,16,15,15,"mother",1,2,0,"no","no","no","yes","yes","yes",4,3,3,1,3,5,6,16,16,17,16.1840616626071,1,1,335,16.5217802186649,0.478219781335113,15.12308377413,-0.123083774129997
"GP","M",18,"U","LE3","T",4,3,"teacher","services","course","yes","yes","mother",2,1,0,"no","no","yes","yes","yes","no",4,2,3,1,2,1,8,10,11,10,"mother",2,1,0,"no","no","no","yes","yes","no",4,2,3,1,2,1,0,10,10,10,10.5221967934519,1,1,336,10.1321349429656,-0.132134942965571,10.7054573963091,-0.705457396309107
"GP","M",18,"U","LE3","T",4,4,"teacher","teacher","home","yes","yes","mother",1,1,0,"no","yes","yes","no","yes","yes",1,4,2,2,2,1,5,16,15,16,"mother",1,1,0,"no","yes","no","no","yes","yes",1,4,2,2,2,1,0,18,18,17,18.0713499523254,1,1,337,18.6516619772313,-1.65166197723132,15.12308377413,0.876916225870003
"GP","M",19,"R","GT3","T",3,3,"other","services","reputation","yes","no","father",1,2,1,"no","no","no","yes","yes","yes",4,5,3,1,2,5,0,15,12,12,"father",1,2,0,"no","no","no","yes","yes","yes",4,5,3,1,2,5,0,10,10,11,10.5221967934519,1,1,338,10.1321349429656,0.867865057034429,11.8098639907643,0.190136009235671
"GP","M",19,"U","GT3","T",3,2,"services","at_home","home","yes","yes","mother",1,1,3,"no","yes","no","no","no","yes",4,5,4,1,1,4,0,5,0,0,"mother",1,1,0,"no","yes","no","no","no","yes",4,5,4,1,1,4,6,11,9,11,11.4658409383111,1,1,339,9.06719406368235,1.93280593631765,0,0
"GP","M",19,"U","LE3","A",4,3,"services","at_home","reputation","yes","yes","mother",1,2,0,"no","yes","no","no","yes","no",4,3,1,1,1,1,12,11,11,11,"mother",1,2,0,"no","yes","no","no","yes","no",4,3,1,1,1,1,4,11,13,14,11.4658409383111,1,1,340,13.3269575808152,0.673042419184771,10.7054573963091,0.294542603690893
"GP","M",20,"U","GT3","A",3,2,"services","other","course","yes","no","other",1,1,0,"no","no","no","yes","yes","no",5,5,3,1,1,5,0,17,18,18,"other",1,1,2,"no","no","no","yes","yes","no",5,5,3,1,1,5,0,14,15,15,14.2967733728887,1,1,341,15.4568393393817,-0.456839339381668,18.4363035574957,-0.436303557495659
"GP","M",22,"U","GT3","T",3,1,"services","services","other","no","yes","mother",1,1,3,"no","no","no","no","no","yes",5,4,5,5,5,1,16,6,8,8,"mother",1,1,3,"no","no","no","no","no","yes",5,4,5,5,5,1,12,7,8,5,7.69126435887436,1,1,342,8.00225318439913,-3.00225318439913,7.39223761294344,0.607762387056559
"MS","F",17,"R","GT3","T",1,1,"other","services","reputation","yes","yes","mother",3,1,1,"no","yes","yes","no","yes","yes",5,2,1,1,2,1,0,7,6,0,"mother",3,1,1,"no","yes","no","no","yes","yes",5,2,1,1,2,1,0,8,8,9,8.63490850373355,1,1,343,8.00225318439913,0.997746815600868,5.183424424033,-5.183424424033
"MS","F",17,"R","GT3","T",1,2,"other","other","course","yes","yes","mother",1,1,0,"no","no","no","yes","yes","no",3,5,5,1,3,1,14,6,5,5,"mother",1,1,0,"no","no","no","yes","yes","no",3,5,5,1,3,1,4,7,8,9,7.69126435887436,1,1,344,8.00225318439913,0.997746815600868,4.07901782957777,0.920982170422225
"MS","F",17,"R","GT3","T",1,2,"other","services","course","no","no","father",2,2,0,"no","no","no","no","yes","no",3,2,2,1,2,3,0,12,11,12,"father",2,2,0,"no","no","no","no","yes","no",3,2,2,1,2,3,0,13,13,13,13.3531292280295,1,1,345,13.3269575808152,-0.326957580815229,10.7054573963091,1.29454260369089
"MS","F",17,"R","GT3","T",3,1,"at_home","other","reputation","no","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",4,5,4,2,3,1,17,10,10,10,"mother",1,2,0,"no","yes","no","yes","yes","no",4,5,4,2,3,1,10,8,9,9,8.63490850373355,1,1,346,9.06719406368235,-0.0671940636823507,9.60105080185389,0.398949198146115
"MS","F",17,"R","GT3","T",4,4,"teacher","services","other","yes","yes","father",2,2,0,"no","yes","yes","yes","yes","no",4,3,3,1,2,5,4,12,13,13,"father",2,2,0,"no","yes","yes","yes","yes","no",4,3,3,1,2,5,2,12,12,12,12.4094850831703,1,1,347,12.262016701532,-0.262016701532009,12.9142705852196,0.0857294147804488
"MS","F",17,"U","GT3","T",2,2,"other","at_home","home","yes","no","mother",1,3,0,"no","no","no","yes","yes","yes",3,4,3,1,1,3,8,13,11,11,"mother",1,3,0,"no","no","no","yes","yes","yes",3,4,3,1,1,3,8,10,11,12,10.5221967934519,1,1,348,11.1970758222488,0.80292417775121,10.7054573963091,0.294542603690893
"MS","F",17,"U","LE3","A",3,2,"services","other","reputation","yes","no","mother",2,2,0,"no","no","no","no","yes","yes",1,2,3,1,2,5,2,12,12,11,"mother",2,2,0,"no","no","no","no","yes","yes",1,2,3,1,2,5,0,15,14,15,15.2404175177479,1,1,349,14.3918984600984,0.608101539901552,11.8098639907643,-0.809863990764329
"MS","F",17,"U","LE3","T",4,4,"at_home","at_home","course","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","yes",2,3,4,1,1,1,0,16,15,15,"mother",1,2,0,"no","yes","no","yes","yes","yes",2,3,4,1,1,1,4,15,14,15,15.2404175177479,1,1,350,14.3918984600984,0.608101539901552,15.12308377413,-0.123083774129997
"MS","F",18,"R","GT3","T",1,1,"other","other","home","yes","yes","mother",4,3,0,"no","no","no","no","yes","no",4,3,2,1,2,4,2,8,8,10,"mother",4,3,0,"no","no","no","no","yes","no",4,3,2,1,2,4,4,10,11,12,10.5221967934519,1,1,351,11.1970758222488,0.80292417775121,7.39223761294344,2.60776238705656
"MS","F",18,"R","GT3","T",2,2,"at_home","other","other","yes","no","mother",2,3,0,"no","no","yes","no","yes","no",5,3,3,1,3,4,2,10,9,10,"mother",2,3,0,"no","no","no","no","yes","no",5,3,3,1,3,4,0,14,17,15,14.2967733728887,1,1,352,17.5867210979481,-2.58672109794811,8.49664420739866,1.50335579260134
"MS","F",18,"R","GT3","T",4,4,"other","teacher","other","no","yes","father",3,2,0,"no","yes","yes","no","yes","yes",3,2,2,4,2,5,10,14,12,11,"father",3,2,0,"no","yes","no","no","yes","yes",3,2,2,4,2,5,0,7,5,0,7.69126435887436,1,1,353,4.80743054654947,-4.80743054654947,11.8098639907643,-0.809863990764329
"MS","F",18,"R","GT3","T",4,4,"teacher","at_home","reputation","yes","yes","mother",3,1,0,"no","yes","yes","yes","yes","yes",4,4,3,2,2,5,7,6,5,6,"mother",3,1,0,"no","yes","no","yes","yes","yes",4,4,3,2,2,5,4,7,9,10,7.69126435887436,1,1,354,9.06719406368235,0.932805936317649,4.07901782957777,1.92098217042223
"MS","F",18,"R","LE3","T",4,4,"other","other","reputation","yes","yes","mother",2,3,0,"no","no","no","no","yes","no",5,4,4,1,1,1,0,19,18,19,"mother",2,3,0,"no","no","no","no","yes","no",5,4,4,1,1,1,0,15,17,17,15.2404175177479,1,1,355,17.5867210979481,-0.586721097948107,18.4363035574957,0.563696442504341
"MS","F",18,"R","LE3","T",4,4,"teacher","services","course","yes","yes","mother",1,2,0,"no","no","yes","yes","yes","no",5,4,3,3,4,2,4,8,9,10,"mother",1,2,0,"no","no","no","yes","yes","no",5,4,3,3,4,2,1,13,14,14,13.3531292280295,1,1,356,14.3918984600984,-0.391898460098448,8.49664420739866,1.50335579260134
"MS","F",18,"U","GT3","T",1,1,"other","other","course","yes","no","mother",2,2,1,"no","no","no","yes","yes","no",1,1,1,1,1,5,0,6,5,0,"mother",3,2,2,"no","no","no","yes","yes","yes",3,4,4,2,2,5,3,7,8,7,7.69126435887436,1,1,357,8.00225318439913,-1.00225318439913,4.07901782957777,-4.07901782957777
"MS","F",18,"U","GT3","T",1,1,"other","other","course","yes","no","mother",2,2,1,"no","no","no","yes","yes","no",1,1,1,1,1,5,0,6,5,0,"mother",2,2,0,"no","no","no","yes","yes","no",1,1,1,1,1,5,6,11,12,9,11.4658409383111,1,1,358,12.262016701532,-3.26201670153201,4.07901782957777,-4.07901782957777
"MS","F",18,"U","GT3","T",2,3,"at_home","services","course","yes","yes","father",2,1,0,"no","yes","yes","no","yes","yes",5,2,3,1,2,4,0,11,10,10,"father",2,1,0,"no","yes","no","no","yes","yes",5,2,3,1,2,4,0,10,10,10,10.5221967934519,1,1,359,10.1321349429656,-0.132134942965571,9.60105080185389,0.398949198146115
"MS","F",18,"U","GT3","T",3,3,"other","other","home","yes","yes","mother",1,2,0,"no","no","yes","no","yes","yes",4,1,3,1,2,1,0,15,15,15,"mother",1,2,0,"no","no","no","no","yes","yes",4,1,3,1,2,1,1,16,16,16,16.1840616626071,1,1,360,16.5217802186649,-0.521780218664887,15.12308377413,-0.123083774129997
"MS","F",18,"U","GT3","T",3,3,"services","services","course","yes","no","father",1,2,0,"no","yes","no","no","yes","yes",5,3,4,1,1,5,0,10,9,9,"father",1,2,0,"no","yes","no","no","yes","yes",5,3,4,1,1,5,0,10,10,10,10.5221967934519,1,1,361,10.1321349429656,-0.132134942965571,8.49664420739866,0.503355792601337
"MS","F",18,"U","GT3","T",3,3,"services","services","other","yes","yes","mother",2,2,0,"no","yes","no","no","yes","yes",4,3,2,1,3,3,0,11,11,10,"mother",2,2,0,"no","yes","no","no","yes","yes",4,3,2,1,3,3,6,13,12,13,13.3531292280295,1,1,362,12.262016701532,0.737983298467991,10.7054573963091,-0.705457396309107
"MS","F",18,"U","LE3","T",1,1,"at_home","services","course","yes","yes","father",2,3,0,"no","no","no","no","yes","no",5,3,2,1,1,4,0,18,16,16,"father",2,3,0,"no","no","no","no","yes","no",5,3,2,1,1,4,0,19,17,18,19.0149940971846,1,1,363,17.5867210979481,0.413278902051893,16.2274903685852,-0.227490368585215
"MS","F",18,"U","LE3","T",3,1,"teacher","services","course","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","no",4,3,4,1,1,1,0,7,9,8,"mother",1,2,0,"no","yes","no","no","yes","no",4,3,4,1,1,1,4,15,15,16,15.2404175177479,1,1,364,15.4568393393817,0.543160660618332,8.49664420739866,-0.496644207398663
"MS","F",19,"R","GT3","T",2,3,"services","other","course","no","yes","mother",1,3,1,"no","no","no","yes","yes","no",5,4,2,1,2,5,0,7,5,0,"mother",1,3,1,"no","no","no","yes","yes","no",5,4,2,1,2,5,4,10,11,10,10.5221967934519,1,1,365,11.1970758222488,-1.19707582224879,4.07901782957777,-4.07901782957777
"MS","M",17,"R","GT3","T",4,3,"services","other","home","no","yes","mother",2,2,0,"no","yes","yes","yes","yes","yes",4,5,5,1,3,2,4,13,11,11,"mother",2,2,1,"no","yes","yes","yes","yes","yes",4,5,5,1,3,2,4,10,11,11,10.5221967934519,1,1,366,11.1970758222488,-0.19707582224879,10.7054573963091,0.294542603690893
"MS","M",17,"U","GT3","T",2,3,"other","services","home","yes","yes","father",2,2,0,"no","no","no","yes","yes","no",4,4,3,1,1,3,2,11,11,10,"father",2,2,0,"no","no","no","yes","yes","no",4,4,3,1,1,3,4,14,15,16,14.2967733728887,1,1,367,15.4568393393817,0.543160660618332,10.7054573963091,-0.705457396309107
"MS","M",17,"U","GT3","T",3,3,"health","other","course","yes","yes","mother",2,2,0,"no","yes","yes","no","yes","no",4,5,4,2,3,3,2,13,13,13,"mother",2,2,1,"no","yes","no","no","yes","no",4,5,4,2,3,3,4,8,9,10,8.63490850373355,1,1,368,9.06719406368235,0.932805936317649,12.9142705852196,0.0857294147804488
"MS","M",17,"U","LE3","T",3,1,"services","services","course","no","yes","mother",2,1,0,"no","no","no","no","yes","no",2,4,5,3,4,2,3,14,16,16,"mother",2,1,0,"no","no","no","no","yes","no",2,4,5,3,4,2,6,10,10,10,10.5221967934519,1,1,369,10.1321349429656,-0.132134942965571,16.2274903685852,-0.227490368585215
"MS","M",18,"R","GT3","T",1,3,"at_home","other","course","yes","no","mother",2,2,0,"no","yes","yes","no","yes","no",3,3,4,2,4,3,4,10,10,10,"mother",2,2,0,"no","yes","yes","no","yes","no",3,3,4,2,4,3,0,8,10,9,8.63490850373355,1,1,370,10.1321349429656,-1.13213494296557,9.60105080185389,0.398949198146115
"MS","M",18,"R","GT3","T",2,1,"other","other","other","no","yes","mother",2,1,0,"no","no","no","yes","yes","yes",4,4,3,1,3,5,5,7,6,7,"mother",2,1,0,"no","no","no","yes","yes","yes",4,4,3,1,3,5,0,7,7,0,7.69126435887436,1,1,371,6.93731230511591,-6.93731230511591,5.183424424033,1.816575575967
"MS","M",18,"R","GT3","T",3,2,"other","other","course","no","yes","mother",2,1,1,"no","yes","no","no","yes","no",2,5,5,5,5,5,10,11,13,13,"mother",2,1,0,"no","yes","no","no","yes","no",2,5,5,5,5,5,8,9,10,11,9.57855264859274,1,1,372,10.1321349429656,0.867865057034429,12.9142705852196,0.0857294147804488
"MS","M",18,"R","GT3","T",4,2,"other","other","home","yes","no","father",2,1,1,"no","no","yes","no","yes","no",5,4,3,4,3,3,14,6,5,5,"father",2,1,1,"no","no","yes","no","yes","no",5,4,3,4,3,3,0,7,7,0,7.69126435887436,1,1,373,6.93731230511591,-6.93731230511591,4.07901782957777,0.920982170422225
"MS","M",18,"R","LE3","T",1,2,"at_home","services","other","yes","yes","father",3,1,0,"no","yes","yes","yes","no","yes",4,3,3,2,3,3,3,14,12,12,"father",3,1,0,"no","yes","no","yes","no","yes",4,3,3,2,3,3,3,9,10,10,9.57855264859274,1,1,374,10.1321349429656,-0.132134942965571,11.8098639907643,0.190136009235671
"MS","M",18,"R","LE3","T",3,2,"services","other","course","no","yes","mother",3,1,0,"no","no","no","no","yes","no",4,4,1,3,4,5,0,11,12,10,"mother",3,1,0,"no","no","no","no","yes","no",4,4,1,3,4,5,4,10,11,11,10.5221967934519,1,1,375,11.1970758222488,-0.19707582224879,11.8098639907643,-1.80986399076433
"MS","M",18,"U","GT3","T",4,4,"teacher","teacher","home","no","yes","father",1,2,0,"no","no","yes","yes","yes","no",3,2,4,1,4,2,4,15,14,14,"father",1,2,0,"no","no","no","yes","yes","no",3,2,4,1,4,2,4,17,18,19,17.1277058074663,1,1,376,18.6516619772313,0.348338022768676,14.0186771796748,-0.0186771796747731
"MS","M",18,"U","LE3","T",1,1,"other","services","home","no","yes","father",2,1,0,"no","no","no","no","yes","yes",3,3,2,1,2,3,4,10,10,10,"father",2,1,0,"no","no","no","no","yes","yes",3,3,2,1,2,3,2,14,13,14,14.2967733728887,1,1,377,13.3269575808152,0.673042419184771,9.60105080185389,0.398949198146115
"MS","M",18,"U","LE3","T",1,3,"at_home","services","course","yes","yes","mother",1,1,1,"no","no","no","no","no","yes",4,3,3,2,3,3,7,8,7,8,"mother",1,1,0,"no","no","no","no","no","yes",4,3,3,2,3,3,0,9,10,9,9.57855264859274,1,1,378,10.1321349429656,-1.13213494296557,6.28783101848822,1.71216898151178
"MS","M",18,"U","LE3","T",4,4,"teacher","services","other","yes","yes","mother",2,3,0,"no","no","yes","no","yes","yes",4,2,2,2,2,5,0,13,13,13,"mother",2,3,0,"no","no","no","no","yes","yes",4,2,2,2,2,5,0,15,16,16,15.2404175177479,1,1,379,16.5217802186649,-0.521780218664887,12.9142705852196,0.0857294147804488
"MS","M",19,"R","GT3","T",1,1,"other","other","home","yes","yes","other",3,1,1,"no","yes","no","no","yes","no",4,4,4,3,3,5,4,8,8,8,"other",3,1,1,"no","yes","no","no","yes","no",4,4,4,3,3,5,4,8,9,10,8.63490850373355,1,1,380,9.06719406368235,0.932805936317649,7.39223761294344,0.607762387056559
"MS","M",19,"R","GT3","T",1,1,"other","services","home","yes","yes","other",3,2,3,"no","no","no","no","yes","no",5,4,4,3,3,2,8,8,7,8,"other",3,2,1,"no","no","no","no","yes","no",5,4,4,3,3,2,8,10,9,11,10.5221967934519,1,1,381,9.06719406368235,1.93280593631765,6.28783101848822,1.71216898151178
"MS","M",19,"R","GT3","T",1,1,"other","services","other","yes","no","mother",2,1,1,"no","no","no","no","yes","no",4,3,2,1,3,5,0,6,5,0,"mother",2,1,1,"no","no","no","no","yes","no",4,3,2,1,3,5,0,5,8,0,5.80397606915598,1,1,382,8.00225318439913,-8.00225318439913,4.07901782957777,-4.07901782957777
